0,1,2,3,4,5,6,7,8,9,10
whole milk,bottled water,,,,,,,,,
frankfurter,sliced cheese,,,,,,,,,
sausage,curd,,,,,,,,,
soda,liquor,,,,,,,,,
hamburger meat,tropical fruit,,,,,,,,,
other vegetables,onions,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
other vegetables,rolls/buns,specialty cheese,,,,,,,,
sliced cheese,pasta,,,,,,,,,
packaged fruit/vegetables,onions,,,,,,,,,
chicken,bottled water,,,,,,,,,
brown bread,butter milk,oil,frozen meals,,,,,,,
whole milk,yogurt,,,,,,,,,
baking powder,baking powder,mustard,,,,,,,,
sausage,beef,,,,,,,,,
canned fish,ice cream,,,,,,,,,
citrus fruit,ham,,,,,,,,,
pip fruit,soda,,,,,,,,,
yogurt,citrus fruit,pastry,,,,,,,,
rolls/buns,root vegetables,root vegetables,pastry,cake bar,canned fish,,,,,
domestic eggs,dessert,,,,,,,,,
finished products,spread cheese,,,,,,,,,
canned beer,dessert,,,,,,,,,
meat,dessert,,,,,,,,,
pip fruit,beverages,,,,,,,,,
jam,brown bread,yogurt,,,,,,,,
soda,liquor (appetizer),,,,,,,,,
sausage,yogurt,,,,,,,,,
root vegetables,salt,,,,,,,,,
chicken,butter milk,sugar,,,,,,,,
butter milk,chocolate,berries,sweet spreads,butter,long life bakery product,napkins,white bread,,,
other vegetables,soft cheese,,,,,,,,,
frankfurter,liver loaf,canned vegetables,condensed milk,,,,,,,
beverages,cake bar,,,,,,,,,
bottled water,bottled beer,,,,,,,,,
beverages,canned beer,,,,,,,,,
liver loaf,canned beer,candy,,,,,,,,
candy,whole milk,cling film/bags,whipped/sour cream,newspapers,baking powder,,,,,
oil,chewing gum,,,,,,,,,
meat,citrus fruit,,,,,,,,,
coffee,bottled water,,,,,,,,,
tropical fruit,curd,whole milk,other vegetables,,,,,,,
yogurt,citrus fruit,,,,,,,,,
ham,yogurt,,,,,,,,,
citrus fruit,pastry,rolls/buns,,,,,,,,
sausage,pip fruit,,,,,,,,,
other vegetables,whole milk,root vegetables,domestic eggs,,,,,,,
ready soups,baking powder,,,,,,,,,
meat,root vegetables,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
salty snack,butter,,,,,,,,,
kitchen towels,margarine,,,,,,,,,
cream cheese ,UHT-milk,,,,,,,,,
specialty bar,dessert,,,,,,,,,
rolls/buns,butter milk,fruit/vegetable juice,,,,,,,,
soft cheese,onions,,,,,,,,,
other vegetables,soda,pip fruit,brown bread,,,,,,,
whole milk,soda,,,,,,,,,
beef,tropical fruit,,,,,,,,,
ham,other vegetables,,,,,,,,,
whole milk,curd,bottled beer,,,,,,,,
curd cheese,mustard,bottled water,,,,,,,,
pork,herbs,,,,,,,,,
pork,bottled beer,,,,,,,,,
ice cream,Instant food products,long life bakery product,,,,,,,,
root vegetables,canned fish,hygiene articles,,,,,,,,
yogurt,frozen vegetables,,,,,,,,,
other vegetables,citrus fruit,,,,,,,,,
yogurt,hard cheese,other vegetables,rolls/buns,,,,,,,
chicken,berries,whipped/sour cream,,,,,,,,
yogurt,sausage,whipped/sour cream,onions,,,,,,,
dessert,fruit/vegetable juice,,,,,,,,,
whole milk,processed cheese,curd cheese,,,,,,,,
dessert,domestic eggs,,,,,,,,,
frozen meals,rolls/buns,,,,,,,,,
dessert,soda,,,,,,,,,
butter,candy,candy,,,,,,,,
tropical fruit,soda,margarine,,,,,,,,
seasonal products,flour,domestic eggs,,,,,,,,
curd,yogurt,,,,,,,,,
pork,butter milk,,,,,,,,,
tropical fruit,whole milk,vinegar,,,,,,,,
sausage,white wine,,,,,,,,,
canned beer,whole milk,,,,,,,,,
liver loaf,processed cheese,canned beer,,,,,,,,
shopping bags,detergent,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
pork,citrus fruit,,,,,,,,,
coffee,citrus fruit,,,,,,,,,
tropical fruit,sausage,ham,root vegetables,turkey,pastry,pasta,soda,,,
rolls/buns,mustard,newspapers,vinegar,,,,,,,
pet care,napkins,,,,,,,,,
canned beer,newspapers,shopping bags,,,,,,,,
sausage,root vegetables,kitchen towels,,,,,,,,
coffee,butter,whipped/sour cream,other vegetables,,,,,,,
salt,ice cream,yogurt,canned beer,,,,,,,
bottled beer,specialty chocolate,,,,,,,,,
tropical fruit,bottled water,cream cheese ,,,,,,,,
citrus fruit,white bread,white bread,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
tropical fruit,canned fish,,,,,,,,,
herbs,pip fruit,,,,,,,,,
meat,root vegetables,margarine,,,,,,,,
frozen vegetables,cream cheese ,,,,,,,,,
canned fish,whole milk,,,,,,,,,
butter,soda,,,,,,,,,
tropical fruit,whole milk,dish cleaner,yogurt,newspapers,,,,,,
yogurt,other vegetables,,,,,,,,,
pork,rolls/buns,yogurt,brown bread,,,,,,,
oil,other vegetables,,,,,,,,,
canned beer,cream cheese ,,,,,,,,,
semi-finished bread,nuts/prunes,butter,ice cream,,,,,,,
pork,meat,whole milk,salty snack,whole milk,frozen potato products,processed cheese,rolls/buns,,,
canned beer,yogurt,,,,,,,,,
tropical fruit,specialty cheese,,,,,,,,,
canned vegetables,popcorn,,,,,,,,,
sausage,root vegetables,bottled beer,,,,,,,,
soda,shopping bags,,,,,,,,,
yogurt,misc. beverages,,,,,,,,,
other vegetables,pip fruit,,,,,,,,,
soda,citrus fruit,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
canned beer,bottled beer,,,,,,,,,
whole milk,pastry,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
yogurt,other vegetables,soft cheese,salt,,,,,,,
citrus fruit,other vegetables,brown bread,,,,,,,,
curd,whole milk,,,,,,,,,
coffee,brown bread,whole milk,sweet spreads,,,,,,,
pork,yogurt,,,,,,,,,
soda,soda,,,,,,,,,
bottled beer,butter,,,,,,,,,
pork,pork,,,,,,,,,
sausage,yogurt,,,,,,,,,
newspapers,newspapers,,,,,,,,,
yogurt,whipped/sour cream,long life bakery product,hard cheese,,,,,,,
sausage,frozen vegetables,,,,,,,,,
specialty bar,bottled water,dental care,,,,,,,,
soda,napkins,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
yogurt,yogurt,,,,,,,,,
chewing gum,bottled water,,,,,,,,,
beverages,yogurt,,,,,,,,,
root vegetables,rum,,,,,,,,,
herbs,grapes,,,,,,,,,
pastry,meat,,,,,,,,,
pork,sliced cheese,,,,,,,,,
rolls/buns,margarine,domestic eggs,,,,,,,,
whole milk,sauces,,,,,,,,,
whole milk,frozen potato products,,,,,,,,,
yogurt,bottled beer,napkins,,,,,,,,
newspapers,napkins,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
roll products ,oil,UHT-milk,,,,,,,,
chicken,herbs,soda,,,,,,,,
chicken,yogurt,,,,,,,,,
ice cream,soda,,,,,,,,,
white bread,UHT-milk,,,,,,,,,
other vegetables,butter,,,,,,,,,
liver loaf,bottled beer,,,,,,,,,
yogurt,dog food,,,,,,,,,
pork,pork,margarine,other vegetables,,,,,,,
ice cream,grapes,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
sausage,yogurt,,,,,,,,,
pip fruit,yogurt,citrus fruit,dental care,soda,shopping bags,,,,,
other vegetables,long life bakery product,,,,,,,,,
whipped/sour cream,pip fruit,,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
tropical fruit,red/blush wine,,,,,,,,,
semi-finished bread,other vegetables,,,,,,,,,
coffee,whipped/sour cream,,,,,,,,,
other vegetables,frankfurter,napkins,pastry,,,,,,,
soda,soda,,,,,,,,,
brown bread,onions,,,,,,,,,
butter,margarine,,,,,,,,,
chicken,sausage,tropical fruit,brown bread,domestic eggs,cake bar,fruit/vegetable juice,canned beer,,,
herbs,seasonal products,pastry,yogurt,,,,,,,
pip fruit,berries,other vegetables,bottled water,,,,,,,
root vegetables,other vegetables,,,,,,,,,
frankfurter,other vegetables,soda,,,,,,,,
sausage,soda,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
other vegetables,sausage,,,,,,,,,
whipped/sour cream,white bread,,,,,,,,,
soft cheese,frozen vegetables,,,,,,,,,
turkey,root vegetables,,,,,,,,,
citrus fruit,specialty bar,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
sugar,butter,,,,,,,,,
sausage,chicken,frozen vegetables,whole milk,packaged fruit/vegetables,,,,,,
yogurt,frozen dessert,,,,,,,,,
sausage,sausage,canned beer,spices,,,,,,,
cat food,whipped/sour cream,,,,,,,,,
pastry,cream cheese ,,,,,,,,,
rolls/buns,hygiene articles,domestic eggs,misc. beverages,,,,,,,
canned beer,honey,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
beef,tea,oil,,,,,,,,
ice cream,pasta,,,,,,,,,
soda,frozen dessert,canned fish,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
yogurt,canned beer,,,,,,,,,
root vegetables,tropical fruit,bottled water,white bread,processed cheese,yogurt,beverages,,,,
citrus fruit,frankfurter,salty snack,newspapers,white wine,,,,,,
whole milk,beverages,,,,,,,,,
hamburger meat,hygiene articles,,,,,,,,,
pip fruit,vinegar,,,,,,,,,
other vegetables,condensed milk,other vegetables,bottled water,pastry,misc. beverages,,,,,
yogurt,hygiene articles,,,,,,,,,
herbs,margarine,rolls/buns,chocolate,,,,,,,
sausage,berries,,,,,,,,,
yogurt,whole milk,soft cheese,,,,,,,,
canned fish,white bread,,,,,,,,,
rolls/buns,grapes,yogurt,rolls/buns,whole milk,rolls/buns,,,,,
soda,frozen potato products,white wine,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
frozen dessert,canned beer,,,,,,,,,
yogurt,citrus fruit,,,,,,,,,
meat,sausage,salty snack,white wine,frozen vegetables,beverages,,,,,
frankfurter,soda,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
coffee,other vegetables,,,,,,,,,
sliced cheese,cream cheese ,semi-finished bread,,,,,,,,
frankfurter,hamburger meat,,,,,,,,,
packaged fruit/vegetables,margarine,napkins,,,,,,,,
beef,pip fruit,rolls/buns,,,,,,,,
tropical fruit,coffee,waffles,whipped/sour cream,,,,,,,
pastry,beverages,,,,,,,,,
bottled water,whole milk,,,,,,,,,
pip fruit,shopping bags,,,,,,,,,
meat,butter,,,,,,,,,
citrus fruit,salty snack,oil,,,,,,,,
root vegetables,semi-finished bread,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
cream cheese ,beverages,,,,,,,,,
ice cream,margarine,,,,,,,,,
specialty chocolate,fruit/vegetable juice,fruit/vegetable juice,rolls/buns,,,,,,,
other vegetables,rolls/buns,domestic eggs,,,,,,,,
frankfurter,canned fish,beverages,,,,,,,,
dishes,frozen fish,,,,,,,,,
chicken,tropical fruit,specialty chocolate,curd,citrus fruit,whole milk,semi-finished bread,,,,
UHT-milk,curd,flower (seeds),,,,,,,,
beef,whole milk,,,,,,,,,
chicken,butter,curd,flower (seeds),,,,,,,
bottled water,waffles,white bread,,,,,,,,
whole milk,whole milk,napkins,,,,,,,,
UHT-milk,specialty vegetables,,,,,,,,,
bottled beer,whole milk,shopping bags,,,,,,,,
canned beer,frankfurter,chicken,whole milk,softener,vinegar,,,,,
cream cheese ,whipped/sour cream,napkins,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
tropical fruit,cat food,soda,,,,,,,,
soda,domestic eggs,,,,,,,,,
rolls/buns,cream cheese ,yogurt,,,,,,,,
tropical fruit,salty snack,,,,,,,,,
packaged fruit/vegetables,herbs,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
yogurt,chicken,liquor,chewing gum,soda,,,,,,
whole milk,flour,berries,,,,,,,,
specialty cheese,butter milk,,,,,,,,,
domestic eggs,cream cheese ,,,,,,,,,
UHT-milk,bottled water,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
frozen meals,sausage,flour,curd,whipped/sour cream,,,,,,
other vegetables,domestic eggs,napkins,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
specialty chocolate,canned beer,,,,,,,,,
whole milk,canned beer,,,,,,,,,
dish cleaner,frozen potato products,,,,,,,,,
instant coffee,berries,,,,,,,,,
yogurt,sugar,,,,,,,,,
whole milk,sausage,pastry,spices,soda,,,,,,
sausage,sausage,pastry,bottled water,,,,,,,
frankfurter,hamburger meat,,,,,,,,,
citrus fruit,butter milk,,,,,,,,,
citrus fruit,coffee,,,,,,,,,
brown bread,pastry,,,,,,,,,
bottled beer,flower (seeds),,,,,,,,,
semi-finished bread,bottled water,,,,,,,,,
shopping bags,canned beer,,,,,,,,,
rolls/buns,other vegetables,pastry,,,,,,,,
margarine,other vegetables,,,,,,,,,
fruit/vegetable juice,chewing gum,,,,,,,,,
hamburger meat,sliced cheese,,,,,,,,,
whole milk,whole milk,,,,,,,,,
zwieback,citrus fruit,,,,,,,,,
whole milk,specialty chocolate,,,,,,,,,
tropical fruit,condensed milk,,,,,,,,,
domestic eggs,pastry,,,,,,,,,
onions,canned beer,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
bottled beer,pip fruit,butter,specialty bar,detergent,specialty bar,,,,,
newspapers,tropical fruit,,,,,,,,,
baking powder,brown bread,,,,,,,,,
pickled vegetables,Instant food products,,,,,,,,,
rolls/buns,pork,pastry,other vegetables,soda,pot plants,newspapers,,,,
cake bar,butter milk,,,,,,,,,
specialty chocolate,soft cheese,,,,,,,,,
sausage,other vegetables,,,,,,,,,
shopping bags,chocolate,,,,,,,,,
beverages,other vegetables,,,,,,,,,
sausage,soda,,,,,,,,,
butter,onions,napkins,,,,,,,,
chicken,canned beer,,,,,,,,,
UHT-milk,berries,,,,,,,,,
detergent,misc. beverages,,,,,,,,,
berries,dessert,dessert,,,,,,,,
rolls/buns,tropical fruit,bottled beer,UHT-milk,newspapers,,,,,,
whipped/sour cream,butter milk,,,,,,,,,
tropical fruit,whole milk,dog food,,,,,,,,
herbs,yogurt,,,,,,,,,
pork,cream cheese ,,,,,,,,,
whole milk,flour,,,,,,,,,
cream cheese ,brown bread,,,,,,,,,
other vegetables,margarine,,,,,,,,,
whole milk,butter,,,,,,,,,
turkey,bottled water,,,,,,,,,
dessert,other vegetables,other vegetables,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
rolls/buns,bathroom cleaner,,,,,,,,,
meat,detergent,roll products ,,,,,,,,
coffee,whole milk,,,,,,,,,
misc. beverages,oil,,,,,,,,,
hamburger meat,newspapers,,,,,,,,,
bottled water,sauces,,,,,,,,,
canned beer,yogurt,curd cheese,pastry,,,,,,,
pip fruit,other vegetables,,,,,,,,,
soda,margarine,,,,,,,,,
pip fruit,cream cheese ,,,,,,,,,
ham,hard cheese,,,,,,,,,
berries,shopping bags,,,,,,,,,
frankfurter,specialty chocolate,pip fruit,,,,,,,,
pork,beef,canned beer,newspapers,fruit/vegetable juice,,,,,,
root vegetables,curd,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
pork,whole milk,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
whole milk,candy,,,,,,,,,
canned beer,salty snack,,,,,,,,,
photo/film,whole milk,,,,,,,,,
chocolate marshmallow,newspapers,,,,,,,,,
pip fruit,domestic eggs,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
ham,yogurt,,,,,,,,,
berries,pip fruit,,,,,,,,,
pastry,domestic eggs,dish cleaner,,,,,,,,
whole milk,root vegetables,,,,,,,,,
specialty chocolate,brandy,,,,,,,,,
newspapers,chocolate,,,,,,,,,
beef,margarine,,,,,,,,,
fruit/vegetable juice,packaged fruit/vegetables,,,,,,,,,
bottled water,cream cheese ,curd,,,,,,,,
tidbits,other vegetables,,,,,,,,,
beef,semi-finished bread,,,,,,,,,
bottled water,potato products,bottled water,,,,,,,,
yogurt,sliced cheese,,,,,,,,,
butter,whipped/sour cream,,,,,,,,,
canned beer,newspapers,newspapers,,,,,,,,
pastry,semi-finished bread,dishes,napkins,,,,,,,
seasonal products,root vegetables,,,,,,,,,
pastry,napkins,pastry,,,,,,,,
tropical fruit,dessert,,,,,,,,,
pastry,salty snack,,,,,,,,,
pork,other vegetables,,,,,,,,,
frankfurter,butter,long life bakery product,,,,,,,,
onions,oil,,,,,,,,,
chicken,pip fruit,curd,,,,,,,,
chocolate marshmallow,yogurt,detergent,,,,,,,,
canned vegetables,whole milk,,,,,,,,,
ice cream,hamburger meat,,,,,,,,,
dessert,bottled water,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
specialty bar,shopping bags,,,,,,,,,
yogurt,pot plants,,,,,,,,,
curd,cream cheese ,,,,,,,,,
packaged fruit/vegetables,cat food,dental care,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
meat spreads,sliced cheese,,,,,,,,,
cream cheese ,rolls/buns,,,,,,,,,
sausage,whole milk,,,,,,,,,
yogurt,waffles,domestic eggs,,,,,,,,
berries,root vegetables,,,,,,,,,
whole milk,beef,,,,,,,,,
onions,candy,,,,,,,,,
berries,sausage,tropical fruit,butter,,,,,,,
pip fruit,white bread,,,,,,,,,
citrus fruit,herbs,,,,,,,,,
onions,margarine,,,,,,,,,
yogurt,other vegetables,fruit/vegetable juice,,,,,,,,
canned beer,fruit/vegetable juice,,,,,,,,,
turkey,soda,rolls/buns,,,,,,,,
other vegetables,butter,,,,,,,,,
beef,ham,,,,,,,,,
specialty bar,other vegetables,,,,,,,,,
ham,napkins,,,,,,,,,
pasta,margarine,,,,,,,,,
beef,yogurt,fruit/vegetable juice,,,,,,,,
hamburger meat,butter milk,seasonal products,,,,,,,,
beef,soda,coffee,,,,,,,,
butter,condensed milk,,,,,,,,,
soda,ice cream,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
bottled water,other vegetables,vinegar,,,,,,,,
hygiene articles,grapes,,,,,,,,,
other vegetables,yogurt,bottled water,,,,,,,,
berries,tropical fruit,whole milk,soda,,,,,,,
pork,whole milk,,,,,,,,,
soda,pip fruit,,,,,,,,,
root vegetables,Instant food products,,,,,,,,,
bottled water,misc. beverages,fruit/vegetable juice,,,,,,,,
whole milk,dental care,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
sausage,whole milk,pastry,whole milk,,,,,,,
hamburger meat,margarine,,,,,,,,,
rolls/buns,brown bread,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
bottled beer,red/blush wine,,,,,,,,,
beef,hamburger meat,newspapers,rum,meat spreads,whipped/sour cream,,,,,
oil,soda,,,,,,,,,
fish,whole milk,,,,,,,,,
pip fruit,artif. sweetener,hygiene articles,,,,,,,,
frankfurter,frozen dessert,other vegetables,cream cheese ,,,,,,,
ham,grapes,,,,,,,,,
canned beer,baking powder,,,,,,,,,
yogurt,curd,,,,,,,,,
whole milk,red/blush wine,newspapers,,,,,,,,
chicken,whole milk,,,,,,,,,
white wine,coffee,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
domestic eggs,curd cheese,,,,,,,,,
dessert,soda,,,,,,,,,
other vegetables,whipped/sour cream,whole milk,sugar,,,,,,,
detergent,pot plants,,,,,,,,,
pork,other vegetables,,,,,,,,,
liquor (appetizer),onions,,,,,,,,,
sausage,curd,whole milk,condensed milk,,,,,,,
pork,whipped/sour cream,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
coffee,bottled water,,,,,,,,,
tropical fruit,baking powder,,,,,,,,,
pastry,pastry,,,,,,,,,
grapes,yogurt,condensed milk,,,,,,,,
whole milk,rolls/buns,other vegetables,margarine,,,,,,,
whipped/sour cream,soda,,,,,,,,,
frankfurter,pastry,,,,,,,,,
tropical fruit,frozen fish,domestic eggs,mustard,,,,,,,
tropical fruit,sausage,dog food,sweet spreads,,,,,,,
specialty chocolate,domestic eggs,,,,,,,,,
whipped/sour cream,chewing gum,,,,,,,,,
bottled water,root vegetables,rolls/buns,whole milk,coffee,,,,,,
pork,yogurt,butter milk,,,,,,,,
ham,candy,,,,,,,,,
pet care,whole milk,,,,,,,,,
margarine,margarine,,,,,,,,,
frozen vegetables,rolls/buns,,,,,,,,,
canned beer,pip fruit,white bread,,,,,,,,
berries,whipped/sour cream,,,,,,,,,
dessert,other vegetables,,,,,,,,,
chicken,yogurt,hygiene articles,brown bread,,,,,,,
domestic eggs,bottled beer,,,,,,,,,
sausage,red/blush wine,,,,,,,,,
soda,pork,bottled water,,,,,,,,
nuts/prunes,brown bread,newspapers,,,,,,,,
whole milk,root vegetables,,,,,,,,,
tropical fruit,frozen vegetables,,,,,,,,,
root vegetables,white wine,bottled water,red/blush wine,,,,,,,
whipped/sour cream,specialty chocolate,,,,,,,,,
citrus fruit,curd,specialty chocolate,canned beer,,,,,,,
pip fruit,ice cream,popcorn,soda,bottled water,rolls/buns,,,,,
other vegetables,UHT-milk,,,,,,,,,
root vegetables,coffee,,,,,,,,,
onions,curd,,,,,,,,,
UHT-milk,margarine,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
root vegetables,yogurt,bottled water,,,,,,,,
chicken,flour,,,,,,,,,
canned beer,fruit/vegetable juice,,,,,,,,,
frankfurter,salty snack,house keeping products,,,,,,,,
shopping bags,coffee,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
fruit/vegetable juice,citrus fruit,pastry,tropical fruit,margarine,,,,,,
citrus fruit,waffles,,,,,,,,,
dishes,pastry,,,,,,,,,
root vegetables,yogurt,newspapers,,,,,,,,
pastry,soda,detergent,,,,,,,,
yogurt,whole milk,fruit/vegetable juice,,,,,,,,
citrus fruit,candy,,,,,,,,,
liquor (appetizer),liquor,,,,,,,,,
brown bread,bottled beer,,,,,,,,,
canned beer,organic sausage,tropical fruit,shopping bags,,,,,,,
pot plants,citrus fruit,,,,,,,,,
meat,other vegetables,,,,,,,,,
cream cheese ,frozen vegetables,,,,,,,,,
beef,whole milk,,,,,,,,,
whole milk,onions,,,,,,,,,
tropical fruit,citrus fruit,soda,,,,,,,,
yogurt,bottled water,,,,,,,,,
chicken,pip fruit,,,,,,,,,
sausage,roll products ,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
whole milk,pip fruit,softener,,,,,,,,
whole milk,bottled water,,,,,,,,,
ice cream,UHT-milk,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
liquor,other vegetables,onions,female sanitary products,,,,,,,
whole milk,shopping bags,curd,,,,,,,,
dessert,nut snack,bottled water,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
meat,chocolate,,,,,,,,,
whole milk,UHT-milk,,,,,,,,,
bottled water,cooking chocolate,,,,,,,,,
frankfurter,hair spray,,,,,,,,,
fruit/vegetable juice,soda,,,,,,,,,
light bulbs,pastry,domestic eggs,,,,,,,,
sausage,shopping bags,,,,,,,,,
semi-finished bread,cereals,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
whole milk,frozen vegetables,white wine,,,,,,,,
frankfurter,mustard,shopping bags,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
whole milk,brown bread,candy,,,,,,,,
pastry,pet care,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
other vegetables,brown bread,,,,,,,,,
berries,candy,rolls/buns,,,,,,,,
coffee,hamburger meat,,,,,,,,,
whole milk,mustard,,,,,,,,,
butter,popcorn,,,,,,,,,
canned beer,butter,margarine,domestic eggs,,,,,,,
bottled beer,herbs,curd,,,,,,,,
waffles,napkins,,,,,,,,,
meat spreads,yogurt,,,,,,,,,
whole milk,pastry,chewing gum,shopping bags,,,,,,,
cream cheese ,root vegetables,soda,,,,,,,,
citrus fruit,margarine,,,,,,,,,
chicken,cereals,,,,,,,,,
whole milk,onions,,,,,,,,,
root vegetables,semi-finished bread,canned beer,newspapers,,,,,,,
liquor,long life bakery product,,,,,,,,,
soda,soft cheese,,,,,,,,,
berries,yogurt,,,,,,,,,
beef,whipped/sour cream,,,,,,,,,
rolls/buns,tropical fruit,root vegetables,condensed milk,,,,,,,
onions,rolls/buns,,,,,,,,,
napkins,bags,,,,,,,,,
grapes,root vegetables,other vegetables,,,,,,,,
sausage,UHT-milk,female sanitary products,rolls/buns,,,,,,,
yogurt,shopping bags,bottled water,,,,,,,,
Instant food products,newspapers,,,,,,,,,
whole milk,frozen fish,,,,,,,,,
other vegetables,margarine,,,,,,,,,
canned beer,yogurt,soda,,,,,,,,
root vegetables,pastry,,,,,,,,,
white wine,whole milk,,,,,,,,,
seasonal products,soups,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
root vegetables,semi-finished bread,,,,,,,,,
whole milk,coffee,,,,,,,,,
other vegetables,brown bread,bottled water,specialty bar,,,,,,,
packaged fruit/vegetables,pip fruit,,,,,,,,,
meat,whole milk,,,,,,,,,
citrus fruit,specialty chocolate,,,,,,,,,
canned beer,dessert,,,,,,,,,
other vegetables,spices,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
sugar,frozen fish,,,,,,,,,
root vegetables,frozen dessert,,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
hamburger meat,domestic eggs,,,,,,,,,
pork,canned fish,zwieback,frozen vegetables,,,,,,,
onions,pastry,shopping bags,,,,,,,,
other vegetables,napkins,,,,,,,,,
shopping bags,curd,,,,,,,,,
salty snack,soda,oil,,,,,,,,
fruit/vegetable juice,fruit/vegetable juice,,,,,,,,,
citrus fruit,hamburger meat,tea,root vegetables,sugar,shopping bags,,,,,
chicken,dessert,,,,,,,,,
salty snack,chocolate marshmallow,,,,,,,,,
beef,processed cheese,,,,,,,,,
curd,yogurt,detergent,,,,,,,,
whole milk,other vegetables,,,,,,,,,
pork,light bulbs,waffles,,,,,,,,
citrus fruit,domestic eggs,bottled water,,,,,,,,
coffee,rolls/buns,soda,,,,,,,,
brown bread,waffles,,,,,,,,,
curd,newspapers,,,,,,,,,
hygiene articles,whole milk,,,,,,,,,
frankfurter,pot plants,brown bread,,,,,,,,
other vegetables,beverages,,,,,,,,,
pastry,other vegetables,,,,,,,,,
mustard,salt,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
berries,waffles,,,,,,,,,
finished products,whole milk,,,,,,,,,
root vegetables,waffles,,,,,,,,,
candy,shopping bags,,,,,,,,,
onions,pastry,,,,,,,,,
misc. beverages,rolls/buns,,,,,,,,,
dessert,root vegetables,,,,,,,,,
roll products ,root vegetables,mayonnaise,,,,,,,,
sausage,pastry,,,,,,,,,
whole milk,brown bread,,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
pork,packaged fruit/vegetables,pastry,rolls/buns,,,,,,,
whole milk,napkins,,,,,,,,,
citrus fruit,white wine,bottled beer,newspapers,cat food,,,,,,
canned beer,flour,newspapers,,,,,,,,
pip fruit,canned beer,,,,,,,,,
domestic eggs,whipped/sour cream,,,,,,,,,
whole milk,UHT-milk,,,,,,,,,
meat,whole milk,,,,,,,,,
sausage,butter milk,beverages,,,,,,,,
canned beer,soda,newspapers,,,,,,,,
tropical fruit,ice cream,frozen fish,,,,,,,,
pip fruit,dessert,,,,,,,,,
fruit/vegetable juice,pasta,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
bottled beer,tropical fruit,red/blush wine,baking powder,,,,,,,
root vegetables,cream cheese ,,,,,,,,,
whole milk,brown bread,pastry,dessert,,,,,,,
tropical fruit,pastry,,,,,,,,,
whole milk,whole milk,,,,,,,,,
ham,rolls/buns,rolls/buns,chewing gum,,,,,,,
hamburger meat,condensed milk,,,,,,,,,
fruit/vegetable juice,sausage,whole milk,pip fruit,,,,,,,
root vegetables,white bread,pasta,bottled beer,,,,,,,
soda,sugar,,,,,,,,,
sausage,whole milk,long life bakery product,UHT-milk,flour,chocolate,,,,,
