Member_number,Date,itemDescription,year,month,day,day_of_week
1225,2015-02-26,detergent,2015,2,26,3
1554,2015-05-21,butter,2015,5,21,3
4624,2015-11-27,pastry,2015,11,27,4
3337,2015-10-06,coffee,2015,10,6,1
2265,2015-09-25,dish cleaner,2015,9,25,4
4999,2015-01-24,kitchen towels,2015,1,24,5
4102,2015-03-11,meat spreads,2015,3,11,2
3853,2015-04-07,liquor (appetizer),2015,4,7,1
2265,2015-06-13,specialty fat,2015,6,13,5
2452,2015-11-08,processed cheese,2015,11,8,6
2829,2015-12-19,chewing gum,2015,12,19,5
3926,2015-08-20,mustard,2015,8,20,3
3960,2015-10-21,snack products,2015,10,21,2
3980,2015-09-16,cake bar,2015,9,16,2
1116,2015-01-29,newspapers,2015,1,29,3
2663,2015-10-21,rum,2015,10,21,2
2164,2015-11-24,curd,2015,11,24,1
3950,2015-12-05,flour,2015,12,5,5
1252,2015-04-13,soda,2015,4,13,0
4804,2015-12-27,coffee,2015,12,27,6
4041,2015-07-09,whole milk,2015,7,9,3
1894,2015-04-08,semi-finished bread,2015,4,8,2
4977,2015-08-20,pastry,2015,8,20,3
2171,2015-03-09,margarine,2015,3,9,0
3417,2015-12-15,bottled water,2015,12,15,1
1175,2015-10-06,soda,2015,10,6,1
4946,2015-02-17,hygiene articles,2015,2,17,1
4662,2015-06-27,soft cheese,2015,6,27,5
2869,2015-10-12,cream cheese ,2015,10,12,0
4053,2015-03-22,softener,2015,3,22,6
4574,2015-11-30,bottled beer,2015,11,30,0
1110,2015-11-15,curd,2015,11,15,6
4700,2015-04-03,soda,2015,4,3,4
2565,2015-04-29,waffles,2015,4,29,2
2468,2015-03-13,semi-finished bread,2015,3,13,4
4836,2015-11-13,bottled beer,2015,11,13,4
3504,2015-09-22,abrasive cleaner,2015,9,22,1
1333,2015-03-04,frozen vegetables,2015,3,4,2
4039,2015-12-27,pastry,2015,12,27,6
2077,2015-05-15,soft cheese,2015,5,15,4
3519,2015-12-13,soda,2015,12,13,6
2989,2015-01-30,cat food,2015,1,30,4
3737,2015-05-05,flower (seeds),2015,5,5,1
3558,2015-09-19,salty snack,2015,9,19,5
3036,2015-07-13,whipped/sour cream,2015,7,13,0
3180,2015-03-07,pastry,2015,3,7,5
2978,2015-09-05,frozen dessert,2015,9,5,5
3985,2015-10-23,newspapers,2015,10,23,4
4903,2015-08-12,whipped/sour cream,2015,8,12,2
2835,2015-09-10,pasta,2015,9,10,3
3783,2015-06-22,frozen dessert,2015,6,22,0
1486,2015-12-14,spices,2015,12,14,0
4589,2015-08-10,semi-finished bread,2015,8,10,0
1132,2015-02-19,shopping bags,2015,2,19,3
4827,2015-11-27,frozen vegetables,2015,11,27,4
3361,2015-06-28,rolls/buns,2015,6,28,6
4681,2015-11-09,brown bread,2015,11,9,0
4197,2015-10-26,newspapers,2015,10,26,0
3701,2015-01-22,pot plants,2015,1,22,3
4195,2015-01-10,waffles,2015,1,10,5
3429,2015-01-04,whipped/sour cream,2015,1,4,6
2430,2015-01-20,butter,2015,1,20,1
4330,2015-08-04,whipped/sour cream,2015,8,4,1
1783,2015-03-18,soda,2015,3,18,2
4025,2015-04-11,soda,2015,4,11,5
3399,2015-07-19,margarine,2015,7,19,6
4766,2015-03-01,domestic eggs,2015,3,1,6
3562,2015-08-13,canned beer,2015,8,13,3
2447,2015-01-21,coffee,2015,1,21,2
1396,2015-07-22,shopping bags,2015,7,22,2
4633,2015-04-26,soda,2015,4,26,6
4695,2015-05-01,oil,2015,5,1,4
1706,2015-08-14,dishes,2015,8,14,4
3872,2015-11-23,sliced cheese,2015,11,23,0
1444,2015-10-14,hygiene articles,2015,10,14,2
4753,2015-08-11,chocolate,2015,8,11,1
4580,2015-11-29,cream cheese ,2015,11,29,6
2516,2015-03-04,bottled beer,2015,3,4,2
2415,2015-08-08,misc. beverages,2015,8,8,5
3925,2015-03-25,shopping bags,2015,3,25,2
4996,2015-11-24,semi-finished bread,2015,11,24,1
4569,2015-07-27,root vegetables,2015,7,27,0
3509,2015-11-04,fruit/vegetable juice,2015,11,4,2
2252,2015-08-10,cereals,2015,8,10,0
1634,2015-09-02,bottled water,2015,9,2,2
4112,2015-04-27,bottled water,2015,4,27,0
4042,2015-08-08,frozen vegetables,2015,8,8,5
4473,2015-06-26,artif. sweetener,2015,6,26,4
3878,2015-04-30,bottled beer,2015,4,30,3
2266,2015-09-30,candy,2015,9,30,2
3304,2015-11-30,white bread,2015,11,30,0
3757,2015-04-02,root vegetables,2015,4,2,3
3440,2015-12-21,brown bread,2015,12,21,0
4328,2015-04-02,pasta,2015,4,2,3
3737,2015-06-12,bottled beer,2015,6,12,4
3948,2015-06-15,berries,2015,6,15,0
3682,2015-05-03,ready soups,2015,5,3,6
2827,2015-10-31,shopping bags,2015,10,31,5
2650,2015-05-10,shopping bags,2015,5,10,6
1360,2015-12-16,pastry,2015,12,16,2
3679,2015-12-23,domestic eggs,2015,12,23,2
4137,2015-07-03,sugar,2015,7,3,4
4235,2015-12-19,waffles,2015,12,19,5
3193,2015-01-31,salty snack,2015,1,31,5
1332,2015-02-12,butter milk,2015,2,12,3
4821,2015-11-28,whole milk,2015,11,28,5
1837,2015-09-07,roll products ,2015,9,7,0
3665,2015-09-23,zwieback,2015,9,23,2
2659,2015-08-05,nut snack,2015,8,5,2
1322,2015-09-01,baking powder,2015,9,1,1
1599,2015-05-29,other vegetables,2015,5,29,4
2933,2015-06-04,bottled water,2015,6,4,3
3963,2015-02-21,candles,2015,2,21,5
4178,2015-03-06,soda,2015,3,6,4
1052,2015-10-27,soft cheese,2015,10,27,1
4693,2015-08-18,margarine,2015,8,18,1
1329,2015-02-02,yogurt,2015,2,2,0
3128,2015-06-13,frozen meals,2015,6,13,5
1175,2015-06-30,chocolate,2015,6,30,1
2211,2015-03-31,flour,2015,3,31,1
2093,2015-12-06,candy,2015,12,6,6
4284,2015-10-14,salt,2015,10,14,2
4449,2015-03-30,candy,2015,3,30,0
4269,2015-01-04,dishes,2015,1,4,6
1962,2015-05-04,hygiene articles,2015,5,4,0
2250,2015-04-10,hard cheese,2015,4,10,4
1743,2015-11-13,fruit/vegetable juice,2015,11,13,4
1583,2015-07-28,newspapers,2015,7,28,1
4295,2015-10-26,chocolate,2015,10,26,0
1183,2015-06-29,pastry,2015,6,29,0
2729,2015-03-21,sweet spreads,2015,3,21,5
3078,2015-01-09,rolls/buns,2015,1,9,4
3879,2015-06-25,canned vegetables,2015,6,25,3
3472,2015-06-02,chocolate,2015,6,2,1
4519,2015-03-11,brown bread,2015,3,11,2
3275,2015-10-26,flour,2015,10,26,0
1763,2015-09-13,domestic eggs,2015,9,13,6
4619,2015-05-27,whole milk,2015,5,27,2
2955,2015-05-06,white bread,2015,5,6,2
2700,2015-11-15,yogurt,2015,11,15,6
2830,2015-05-28,soda,2015,5,28,3
4940,2015-08-21,sliced cheese,2015,8,21,4
1311,2015-06-29,canned beer,2015,6,29,0
4116,2015-01-05,detergent,2015,1,5,0
1476,2015-03-22,newspapers,2015,3,22,6
2918,2015-04-11,napkins,2015,4,11,5
4121,2015-01-11,curd,2015,1,11,6
1824,2015-01-11,sugar,2015,1,11,6
4293,2015-05-07,flower (seeds),2015,5,7,3
4308,2015-05-12,other vegetables,2015,5,12,1
2998,2015-07-14,salty snack,2015,7,14,1
2874,2015-05-01,ice cream,2015,5,1,4
1281,2015-11-02,newspapers,2015,11,2,0
3471,2015-01-14,rolls/buns,2015,1,14,2
1936,2015-08-15,meat spreads,2015,8,15,5
4163,2015-05-30,rolls/buns,2015,5,30,5
3369,2015-12-29,rolls/buns,2015,12,29,1
2335,2015-01-13,ice cream,2015,1,13,1
3957,2015-02-15,fruit/vegetable juice,2015,2,15,6
4841,2015-02-05,dish cleaner,2015,2,5,3
2184,2015-07-12,margarine,2015,7,12,6
3118,2015-12-29,yogurt,2015,12,29,1
4728,2015-04-25,margarine,2015,4,25,5
2527,2015-11-08,rice,2015,11,8,6
2926,2015-08-11,oil,2015,8,11,1
1773,2015-01-11,detergent,2015,1,11,6
1801,2015-12-06,waffles,2015,12,6,6
1916,2015-11-13,domestic eggs,2015,11,13,4
2523,2015-04-04,yogurt,2015,4,4,5
2550,2015-08-06,packaged fruit/vegetables,2015,8,6,3
1319,2015-05-19,canned beer,2015,5,19,1
1649,2015-05-16,other vegetables,2015,5,16,5
2202,2015-07-08,white wine,2015,7,8,2
2569,2015-07-16,whipped/sour cream,2015,7,16,3
2925,2015-08-22,chocolate,2015,8,22,5
2293,2015-06-24,root vegetables,2015,6,24,2
2190,2015-11-10,napkins,2015,11,10,1
2234,2015-12-24,red/blush wine,2015,12,24,3
4779,2015-10-24,pot plants,2015,10,24,5
3031,2015-10-27,chocolate,2015,10,27,1
4275,2015-05-07,dental care,2015,5,7,3
2696,2015-09-05,margarine,2015,9,5,5
4453,2015-02-08,specialty vegetables,2015,2,8,6
4776,2015-08-02,cream cheese ,2015,8,2,6
3471,2015-12-10,rolls/buns,2015,12,10,3
3143,2015-01-21,UHT-milk,2015,1,21,2
4312,2015-04-22,shopping bags,2015,4,22,2
3327,2015-04-05,soft cheese,2015,4,5,6
4344,2015-06-05,domestic eggs,2015,6,5,4
1718,2015-11-03,salty snack,2015,11,3,1
3041,2015-10-07,organic products,2015,10,7,2
4110,2015-06-02,newspapers,2015,6,2,1
2947,2015-04-28,bottled beer,2015,4,28,1
4280,2015-06-12,pasta,2015,6,12,4
3022,2015-11-15,cream cheese ,2015,11,15,6
1941,2015-09-16,pot plants,2015,9,16,2
4494,2015-06-08,white bread,2015,6,8,0
2749,2015-06-22,specialty chocolate,2015,6,22,0
1241,2015-05-22,pasta,2015,5,22,4
2066,2015-03-23,pasta,2015,3,23,0
1777,2015-11-07,brown bread,2015,11,7,5
2178,2015-03-05,salty snack,2015,3,5,3
4727,2015-11-04,yogurt,2015,11,4,2
3433,2015-01-10,salty snack,2015,1,10,5
3035,2015-08-11,whole milk,2015,8,11,1
1464,2015-07-03,soda,2015,7,3,4
4161,2015-03-05,whipped/sour cream,2015,3,5,3
2654,2015-11-25,pasta,2015,11,25,2
2206,2015-03-21,pudding powder,2015,3,21,5
3950,2015-05-12,chocolate,2015,5,12,1
1706,2015-07-03,chocolate,2015,7,3,4
3726,2015-05-26,hard cheese,2015,5,26,1
3325,2015-11-29,frozen vegetables,2015,11,29,6
3732,2015-11-29,cat food,2015,11,29,6
2563,2015-06-01,bottled beer,2015,6,1,0
4924,2015-01-03,chewing gum,2015,1,3,5
1742,2015-12-12,salty snack,2015,12,12,5
4929,2015-07-27,potato products,2015,7,27,0
1092,2015-09-10,bottled beer,2015,9,10,3
1907,2015-07-19,cream,2015,7,19,6
3540,2015-05-03,bottled water,2015,5,3,6
2990,2015-11-07,domestic eggs,2015,11,7,5
4088,2015-05-03,detergent,2015,5,3,6
2028,2015-12-20,bottled beer,2015,12,20,6
3026,2015-01-24,artif. sweetener,2015,1,24,5
2209,2015-04-20,other vegetables,2015,4,20,0
4071,2015-10-15,napkins,2015,10,15,3
4393,2015-11-24,dishes,2015,11,24,1
2047,2015-08-05,soda,2015,8,5,2
4610,2015-07-19,chocolate,2015,7,19,6
1269,2015-09-30,softener,2015,9,30,2
3629,2015-11-01,chocolate,2015,11,1,6
1899,2015-10-19,Instant food products,2015,10,19,0
1982,2015-02-24,frozen fruits,2015,2,24,1
4977,2015-04-19,rolls/buns,2015,4,19,6
2399,2015-12-02,pastry,2015,12,2,2
2675,2015-09-15,rolls/buns,2015,9,15,1
2760,2015-12-07,soda,2015,12,7,0
2058,2015-04-06,fruit/vegetable juice,2015,4,6,0
4065,2015-07-07,pastry,2015,7,7,1
1450,2015-11-16,soda,2015,11,16,0
3739,2015-06-08,soda,2015,6,8,0
3128,2015-07-21,bottled water,2015,7,21,1
2331,2015-11-28,bottled beer,2015,11,28,5
2505,2015-10-10,rolls/buns,2015,10,10,5
3758,2015-01-13,whole milk,2015,1,13,1
3574,2015-02-13,white bread,2015,2,13,4
2563,2015-12-29,domestic eggs,2015,12,29,1
2128,2015-09-07,soda,2015,9,7,0
1230,2015-01-27,soda,2015,1,27,1
4373,2015-12-08,seasonal products,2015,12,8,1
1693,2015-05-09,sugar,2015,5,9,5
2743,2015-07-13,frozen vegetables,2015,7,13,0
1612,2015-05-03,softener,2015,5,3,6
1835,2015-06-22,cake bar,2015,6,22,0
3574,2015-08-05,fruit/vegetable juice,2015,8,5,2
4102,2015-08-04,hygiene articles,2015,8,4,1
1283,2015-03-15,cream cheese ,2015,3,15,6
2494,2015-05-05,newspapers,2015,5,5,1
1406,2015-12-28,fruit/vegetable juice,2015,12,28,0
3910,2015-12-18,flower (seeds),2015,12,18,4
3358,2015-02-21,whipped/sour cream,2015,2,21,5
1943,2015-01-14,canned fish,2015,1,14,2
1995,2015-12-06,margarine,2015,12,6,6
4666,2015-02-24,house keeping products,2015,2,24,1
1994,2015-11-03,coffee,2015,11,3,1
4892,2015-09-01,spices,2015,9,1,1
3531,2015-08-29,white wine,2015,8,29,5
1148,2015-04-15,baking powder,2015,4,15,2
1787,2015-10-31,napkins,2015,10,31,5
4215,2015-05-31,popcorn,2015,5,31,6
2158,2015-01-08,pickled vegetables,2015,1,8,3
2510,2015-09-29,chocolate,2015,9,29,1
3180,2015-10-19,waffles,2015,10,19,0
3207,2015-08-08,candles,2015,8,8,5
1226,2015-12-11,long life bakery product,2015,12,11,4
1682,2015-06-25,cake bar,2015,6,25,3
1509,2015-04-11,semi-finished bread,2015,4,11,5
2364,2015-06-21,napkins,2015,6,21,6
4679,2015-10-11,shopping bags,2015,10,11,6
4324,2015-05-01,sweet spreads,2015,5,1,4
3497,2015-06-14,brown bread,2015,6,14,6
1008,2015-07-21,white wine,2015,7,21,1
4572,2015-10-29,chocolate,2015,10,29,3
4030,2015-04-07,fruit/vegetable juice,2015,4,7,1
2422,2015-12-08,spread cheese,2015,12,8,1
2694,2015-11-24,shopping bags,2015,11,24,1
3481,2015-03-08,candy,2015,3,8,6
3821,2015-03-01,chewing gum,2015,3,1,6
3752,2015-08-20,bottled water,2015,8,20,3
3262,2015-08-12,yogurt,2015,8,12,2
1370,2015-06-28,canned beer,2015,6,28,6
1090,2015-08-31,detergent,2015,8,31,0
3862,2015-11-18,hygiene articles,2015,11,18,2
4495,2015-08-04,yogurt,2015,8,4,1
2492,2015-01-11,nut snack,2015,1,11,6
4688,2015-01-08,hard cheese,2015,1,8,3
3633,2015-07-14,napkins,2015,7,14,1
3709,2015-08-08,fruit/vegetable juice,2015,8,8,5
1220,2015-09-02,butter milk,2015,9,2,2
4236,2015-11-25,newspapers,2015,11,25,2
3308,2015-08-19,spices,2015,8,19,2
1183,2015-12-06,canned beer,2015,12,6,6
1999,2015-08-24,popcorn,2015,8,24,0
4828,2015-11-10,oil,2015,11,10,1
3608,2015-12-10,shopping bags,2015,12,10,3
3983,2015-09-09,napkins,2015,9,9,2
3460,2015-07-24,fruit/vegetable juice,2015,7,24,4
1703,2015-02-21,newspapers,2015,2,21,5
3002,2015-08-13,yogurt,2015,8,13,3
4836,2015-08-17,long life bakery product,2015,8,17,0
1561,2015-05-06,chewing gum,2015,5,6,2
4731,2015-04-04,candy,2015,4,4,5
3812,2015-11-13,white bread,2015,11,13,4
2097,2015-01-10,rolls/buns,2015,1,10,5
4986,2015-01-28,popcorn,2015,1,28,2
4742,2015-11-15,canned fish,2015,11,15,6
2502,2015-04-15,sugar,2015,4,15,2
1135,2015-10-07,dessert,2015,10,7,2
2403,2015-02-14,butter,2015,2,14,5
4234,2015-07-17,hygiene articles,2015,7,17,4
4068,2015-11-12,detergent,2015,11,12,3
2311,2015-06-30,frozen vegetables,2015,6,30,1
1353,2015-01-21,newspapers,2015,1,21,2
3251,2015-05-07,napkins,2015,5,7,3
1748,2015-08-03,canned fish,2015,8,3,0
1638,2015-12-03,shopping bags,2015,12,3,3
2170,2015-10-02,sugar,2015,10,2,4
3903,2015-06-02,fruit/vegetable juice,2015,6,2,1
1245,2015-06-27,soda,2015,6,27,5
3237,2015-06-28,candy,2015,6,28,6
1808,2015-07-21,candy,2015,7,21,1
2552,2015-05-01,chocolate,2015,5,1,4
2300,2015-09-19,flour,2015,9,19,5
1187,2015-12-12,shopping bags,2015,12,12,5
3037,2015-01-02,white bread,2015,1,2,4
4941,2015-02-14,fruit/vegetable juice,2015,2,14,5
4501,2015-08-05,shopping bags,2015,8,5,2
3803,2015-12-23,whipped/sour cream,2015,12,23,2
2762,2015-03-20,newspapers,2015,3,20,4
4119,2015-12-02,soda,2015,12,2,2
1340,2015-02-24,pastry,2015,2,24,1
2193,2015-04-14,whole milk,2015,4,14,1
1997,2015-07-21,brown bread,2015,7,21,1
4546,2015-03-09,brown bread,2015,3,9,0
4736,2015-07-21,UHT-milk,2015,7,21,1
1959,2015-03-30,bottled water,2015,3,30,0
1974,2015-03-05,brown bread,2015,3,5,3
2421,2015-02-09,canned vegetables,2015,2,9,0
1513,2015-03-08,chocolate,2015,3,8,6
1905,2015-07-07,shopping bags,2015,7,7,1
2810,2015-08-09,long life bakery product,2015,8,9,6
2867,2015-12-11,canned vegetables,2015,12,11,4
3962,2015-09-18,whipped/sour cream,2015,9,18,4
1088,2015-11-30,baking powder,2015,11,30,0
4976,2015-07-17,specialty chocolate,2015,7,17,4
4056,2015-12-06,soda,2015,12,6,6
3611,2015-02-13,pastry,2015,2,13,4
1420,2015-01-14,oil,2015,1,14,2
4286,2015-08-03,fruit/vegetable juice,2015,8,3,0
4918,2015-01-27,canned fish,2015,1,27,1
4783,2015-10-22,chocolate,2015,10,22,3
3709,2015-10-26,herbs,2015,10,26,0
4289,2015-08-10,hard cheese,2015,8,10,0
1559,2015-03-10,brown bread,2015,3,10,1
2900,2015-11-04,canned beer,2015,11,4,2
1905,2015-02-21,seasonal products,2015,2,21,5
3527,2015-09-29,canned vegetables,2015,9,29,1
1495,2015-09-01,hygiene articles,2015,9,1,1
3558,2015-03-04,specialty chocolate,2015,3,4,2
3128,2015-04-20,whipped/sour cream,2015,4,20,0
1863,2015-04-08,butter milk,2015,4,8,2
3841,2015-07-19,domestic eggs,2015,7,19,6
3903,2015-06-10,skin care,2015,6,10,2
2658,2015-10-16,margarine,2015,10,16,4
4272,2015-06-06,cat food,2015,6,6,5
1120,2015-09-26,chocolate marshmallow,2015,9,26,5
2676,2015-08-15,baking powder,2015,8,15,5
1697,2015-05-21,condensed milk,2015,5,21,3
2507,2015-08-25,pastry,2015,8,25,1
4620,2015-11-03,yogurt,2015,11,3,1
3365,2015-01-02,newspapers,2015,1,2,4
2978,2015-05-06,whipped/sour cream,2015,5,6,2
2910,2015-07-28,spread cheese,2015,7,28,1
1061,2015-05-09,margarine,2015,5,9,5
3276,2015-03-04,chocolate,2015,3,4,2
1326,2015-06-19,soda,2015,6,19,4
3023,2015-07-28,pickled vegetables,2015,7,28,1
2185,2015-11-10,napkins,2015,11,10,1
3552,2015-06-16,margarine,2015,6,16,1
1967,2015-01-20,waffles,2015,1,20,1
4708,2015-03-20,salty snack,2015,3,20,4
2874,2015-02-15,soda,2015,2,15,6
4177,2015-04-13,semi-finished bread,2015,4,13,0
1663,2015-07-02,rolls/buns,2015,7,2,3
2632,2015-02-03,frozen vegetables,2015,2,3,1
1377,2015-03-14,zwieback,2015,3,14,5
4162,2015-12-22,mustard,2015,12,22,1
2270,2015-01-07,soda,2015,1,7,2
4829,2015-03-11,yogurt,2015,3,11,2
3811,2015-04-14,rolls/buns,2015,4,14,1
4766,2015-09-29,rolls/buns,2015,9,29,1
2436,2015-12-04,bottled water,2015,12,4,4
3860,2015-05-05,chewing gum,2015,5,5,1
4875,2015-12-05,detergent,2015,12,5,5
1587,2015-01-07,bottled beer,2015,1,7,2
4038,2015-08-07,white wine,2015,8,7,4
4750,2015-09-21,hard cheese,2015,9,21,0
1199,2015-10-12,salty snack,2015,10,12,0
1603,2015-09-30,bottled beer,2015,9,30,2
3111,2015-01-31,frozen vegetables,2015,1,31,5
3894,2015-12-13,UHT-milk,2015,12,13,6
1456,2015-09-18,seasonal products,2015,9,18,4
2022,2015-04-03,long life bakery product,2015,4,3,4
2443,2015-12-01,long life bakery product,2015,12,1,1
4911,2015-07-01,newspapers,2015,7,1,2
3835,2015-09-16,mustard,2015,9,16,2
2363,2015-05-22,whipped/sour cream,2015,5,22,4
2344,2015-04-19,candy,2015,4,19,6
3911,2015-02-15,whipped/sour cream,2015,2,15,6
1450,2015-08-07,yogurt,2015,8,7,4
3495,2015-11-18,rolls/buns,2015,11,18,2
1625,2015-11-27,soft cheese,2015,11,27,4
3265,2015-09-12,cream cheese ,2015,9,12,5
3247,2015-01-11,zwieback,2015,1,11,6
1777,2015-08-07,pot plants,2015,8,7,4
1862,2015-05-09,coffee,2015,5,9,5
2942,2015-01-02,oil,2015,1,2,4
2932,2015-01-22,yogurt,2015,1,22,3
4049,2015-01-08,semi-finished bread,2015,1,8,3
1954,2015-06-08,canned beer,2015,6,8,0
2321,2015-06-16,skin care,2015,6,16,1
2930,2015-03-23,newspapers,2015,3,23,0
3214,2015-03-27,long life bakery product,2015,3,27,4
4877,2015-06-20,white bread,2015,6,20,5
1277,2015-07-06,dessert,2015,7,6,0
2239,2015-12-13,soda,2015,12,13,6
4929,2015-03-26,seasonal products,2015,3,26,3
1390,2015-02-03,frozen vegetables,2015,2,3,1
1870,2015-09-09,bottled water,2015,9,9,2
3405,2015-03-04,sliced cheese,2015,3,4,2
2338,2015-08-12,hygiene articles,2015,8,12,2
2051,2015-11-09,hygiene articles,2015,11,9,0
3504,2015-06-07,spread cheese,2015,6,7,6
3405,2015-04-13,UHT-milk,2015,4,13,0
2512,2015-02-09,newspapers,2015,2,9,0
4038,2015-06-11,beverages,2015,6,11,3
1759,2015-09-26,brown bread,2015,9,26,5
2813,2015-01-10,soda,2015,1,10,5
3055,2015-08-18,waffles,2015,8,18,1
1733,2015-03-18,soft cheese,2015,3,18,2
1913,2015-08-18,whole milk,2015,8,18,1
4864,2015-03-27,soda,2015,3,27,4
4812,2015-05-27,flour,2015,5,27,2
3042,2015-05-10,salty snack,2015,5,10,6
4988,2015-04-10,curd,2015,4,10,4
4486,2015-07-21,chocolate marshmallow,2015,7,21,1
4069,2015-03-05,newspapers,2015,3,5,3
4600,2015-07-14,cat food,2015,7,14,1
3588,2015-05-05,dog food,2015,5,5,1
4175,2015-01-29,other vegetables,2015,1,29,3
2599,2015-07-30,frozen vegetables,2015,7,30,3
4671,2015-07-15,rolls/buns,2015,7,15,2
2270,2015-09-06,coffee,2015,9,6,6
2494,2015-05-05,napkins,2015,5,5,1
1406,2015-12-28,mayonnaise,2015,12,28,0
3910,2015-12-18,shopping bags,2015,12,18,4
3358,2015-02-21,yogurt,2015,2,21,5
1943,2015-01-14,bottled beer,2015,1,14,2
1995,2015-12-06,shopping bags,2015,12,6,6
4666,2015-02-24,semi-finished bread,2015,2,24,1
1994,2015-11-03,chocolate,2015,11,3,1
4892,2015-09-01,soda,2015,9,1,1
3531,2015-08-29,brown bread,2015,8,29,5
1148,2015-04-15,sliced cheese,2015,4,15,2
1787,2015-10-31,salty snack,2015,10,31,5
4215,2015-05-31,whipped/sour cream,2015,5,31,6
2158,2015-01-08,misc. beverages,2015,1,8,3
2510,2015-09-29,frozen vegetables,2015,9,29,1
3180,2015-10-19,canned beer,2015,10,19,0
3207,2015-08-08,seasonal products,2015,8,8,5
1226,2015-12-11,domestic eggs,2015,12,11,4
1682,2015-06-25,frozen meals,2015,6,25,3
1509,2015-04-11,frozen potato products,2015,4,11,5
2364,2015-06-21,UHT-milk,2015,6,21,6
4679,2015-10-11,bottled water,2015,10,11,6
4324,2015-05-01,whole milk,2015,5,1,4
3497,2015-06-14,pastry,2015,6,14,6
1008,2015-07-21,photo/film,2015,7,21,1
4572,2015-10-29,rolls/buns,2015,10,29,3
4030,2015-04-07,canned beer,2015,4,7,1
2422,2015-12-08,sugar,2015,12,8,1
2694,2015-11-24,pot plants,2015,11,24,1
3481,2015-03-08,yogurt,2015,3,8,6
3821,2015-03-01,whole milk,2015,3,1,6
3752,2015-08-20,liquor,2015,8,20,3
3262,2015-08-12,UHT-milk,2015,8,12,2
1370,2015-06-28,whole milk,2015,6,28,6
1090,2015-08-31,pastry,2015,8,31,0
3862,2015-11-18,yogurt,2015,11,18,2
4495,2015-08-04,soda,2015,8,4,1
2492,2015-01-11,canned beer,2015,1,11,6
4688,2015-01-08,frozen vegetables,2015,1,8,3
3633,2015-07-14,napkins,2015,7,14,1
3709,2015-08-08,long life bakery product,2015,8,8,5
1220,2015-09-02,dental care,2015,9,2,2
4236,2015-11-25,misc. beverages,2015,11,25,2
3308,2015-08-19,condensed milk,2015,8,19,2
1183,2015-12-06,brown bread,2015,12,6,6
1999,2015-08-24,hygiene articles,2015,8,24,0
4828,2015-11-10,soda,2015,11,10,1
3608,2015-12-10,artif. sweetener,2015,12,10,3
3983,2015-09-09,white bread,2015,9,9,2
3460,2015-07-24,nut snack,2015,7,24,4
1703,2015-02-21,cream cheese ,2015,2,21,5
3002,2015-08-13,soups,2015,8,13,3
4836,2015-08-17,detergent,2015,8,17,0
1561,2015-05-06,dog food,2015,5,6,2
4731,2015-04-04,sliced cheese,2015,4,4,5
3812,2015-11-13,domestic eggs,2015,11,13,4
2097,2015-01-10,domestic eggs,2015,1,10,5
4986,2015-01-28,oil,2015,1,28,2
4742,2015-11-15,soda,2015,11,15,6
2502,2015-04-15,margarine,2015,4,15,2
1135,2015-10-07,soda,2015,10,7,2
2403,2015-02-14,napkins,2015,2,14,5
4234,2015-07-17,detergent,2015,7,17,4
4068,2015-11-12,specialty bar,2015,11,12,3
2311,2015-06-30,rolls/buns,2015,6,30,1
1353,2015-01-21,rolls/buns,2015,1,21,2
3251,2015-05-07,margarine,2015,5,7,3
1748,2015-08-03,sugar,2015,8,3,0
1638,2015-12-03,jam,2015,12,3,3
2170,2015-10-02,sauces,2015,10,2,4
3903,2015-06-02,hygiene articles,2015,6,2,1
1245,2015-06-27,shopping bags,2015,6,27,5
3237,2015-06-28,fruit/vegetable juice,2015,6,28,6
2843,2015-12-10,domestic eggs,2015,12,10,3
3095,2015-10-13,bottled beer,2015,10,13,1
4076,2015-05-22,roll products ,2015,5,22,4
1298,2015-06-23,dishes,2015,6,23,1
4591,2015-06-13,female sanitary products,2015,6,13,5
3592,2015-10-28,shopping bags,2015,10,28,2
1305,2015-05-23,candy,2015,5,23,5
4326,2015-06-11,shopping bags,2015,6,11,3
3189,2015-03-02,candles,2015,3,2,0
1991,2015-10-02,soda,2015,10,2,4
2091,2015-02-08,canned beer,2015,2,8,6
3100,2015-06-03,salty snack,2015,6,3,2
4984,2015-04-26,soda,2015,4,26,6
4444,2015-06-10,fruit/vegetable juice,2015,6,10,2
4678,2015-12-17,shopping bags,2015,12,17,3
1670,2015-11-22,hard cheese,2015,11,22,6
3214,2015-01-14,canned vegetables,2015,1,14,2
2772,2015-03-18,shopping bags,2015,3,18,2
4343,2015-12-21,rolls/buns,2015,12,21,0
4351,2015-08-21,pot plants,2015,8,21,4
1598,2015-02-03,sliced cheese,2015,2,3,1
4469,2015-10-18,chocolate,2015,10,18,6
1788,2015-05-12,frozen vegetables,2015,5,12,1
3768,2015-01-08,bottled water,2015,1,8,3
4661,2015-01-03,organic products,2015,1,3,5
3801,2015-08-17,newspapers,2015,8,17,0
4109,2015-04-10,white bread,2015,4,10,4
2485,2015-03-24,hard cheese,2015,3,24,1
2365,2015-11-06,candles,2015,11,6,4
2602,2015-08-02,margarine,2015,8,2,6
2391,2015-05-12,bottled beer,2015,5,12,1
3483,2015-08-09,dishes,2015,8,9,6
2512,2015-01-31,rolls/buns,2015,1,31,5
2652,2015-01-08,kitchen towels,2015,1,8,3
